Date,AGG,CTA,DBMF,KMLM,NTSX,QLD,QQQ,RSBT,RSSB,RSST,SPY,SSO,TQQQ,UPRO
2006-03-02,52.84303665161133,,,,,,35.637367248535156,,,,89.05633544921875,,,
2006-03-03,52.736968994140625,,,,,,35.43220520019531,,,,88.64322662353516,,,
2006-03-06,52.44545364379883,,,,,,35.12446212768555,,,,88.23705291748047,,,
2006-03-07,52.577999114990234,,,,,,34.91931915283203,,,,88.099365234375,,,
2006-03-08,52.6045036315918,,,,,,34.9364013671875,,,,88.2852554321289,,,
2006-03-09,52.53561019897461,,,,,,34.637229919433594,,,,87.6932144165039,,,
2006-03-10,52.55679702758789,,,,,,34.67142105102539,,,,88.52618408203125,,,
2006-03-13,52.65217208862305,,,,,,34.773990631103516,,,,88.6914291381836,,,
2006-03-14,52.827110290527344,,,,,,35.36381530761719,,,,89.62081909179688,,,
2006-03-15,52.68402099609375,,,,,,35.66299819946289,,,,90.02012634277344,,,
2006-03-16,52.906620025634766,,,,,,35.36381530761719,,,,90.20599365234375,,,
2006-03-17,52.7900276184082,,,,,,35.457061767578125,,,,90.28131866455078,,,
2006-03-20,52.768775939941406,,,,,,35.542598724365234,,,,90.13616943359375,,,
2006-03-21,52.63093566894531,,,,,,35.16621398925781,,,,89.56944274902344,,,
2006-03-22,52.726409912109375,,,,,,35.25173568725586,,,,90.11541748046875,,,
2006-03-23,52.68402099609375,,,,,,35.14910125732422,,,,89.92884063720703,,,
2006-03-24,52.77406311035156,,,,,,35.328739166259766,,,,89.99797821044922,,,
2006-03-27,52.81650161743164,,,,,,35.33730697631836,,,,89.86662292480469,,,
2006-03-28,52.68402099609375,,,,,,35.19186782836914,,,,89.31370544433594,,,
2006-03-29,52.577999114990234,,,,,,35.85909652709961,,,,89.87356567382812,,,
2006-03-30,52.3394775390625,,,,,,35.970306396484375,,,,89.71459197998047,,,
2006-03-31,52.514400482177734,,,,,,35.867645263671875,,,,89.73529815673828,,,
2006-04-03,52.46277618408203,,,,,,35.91044235229492,,,,89.66618347167969,,,
2006-04-04,52.53194046020508,,,,,,36.10717010498047,,,,90.23987579345703,,,
2006-04-05,52.56919479370117,,,,,,36.4493293762207,,,,90.55084991455078,,,
2006-04-06,52.526668548583984,,,,,,36.55198669433594,,,,90.45413208007812,,,
2006-04-07,52.35103225708008,,,,,,36.20127868652344,,,,89.53485107421875,,,
2006-04-10,52.303192138671875,,,,,,36.14993667602539,,,,89.67310333251953,,,
2006-04-11,52.4095573425293,,,,,,35.85909652709961,,,,88.91280364990234,,,
2006-04-12,52.36166763305664,,,,,,35.867645263671875,,,,89.07870483398438,,,
2006-04-13,52.25528335571289,,,,,,36.01307678222656,,,,88.96119689941406,,,
2006-04-17,52.34043502807617,,,,,,35.63669967651367,,,,88.92660522460938,,,
2006-04-18,52.303192138671875,,,,,,36.32101058959961,,,,90.33661651611328,,,
2006-04-19,52.35103225708008,,,,,,36.48357009887695,,,,90.50942993164062,,,
2006-04-20,52.27122116088867,,,,,,36.3552360534668,,,,90.63383483886719,,,
2006-04-21,52.26593017578125,,,,,,35.92753601074219,,,,90.64765167236328,,,
2006-04-24,52.46277618408203,,,,,,35.893314361572266,,,,90.48178100585938,,,
2006-04-25,52.287174224853516,,,,,,35.81632995605469,,,,90.1085205078125,,,
2006-04-26,52.1967658996582,,,,,,35.80778884887695,,,,90.12926483154297,,,
2006-04-27,52.31913375854492,,,,,,36.14993667602539,,,,90.5647201538086,,,
2006-04-28,52.43617248535156,,,,,,35.799217224121094,,,,90.86882019042969,,,
2006-05-01,52.23051834106445,,,,,,35.44850158691406,,,,90.12926483154297,,,
2006-05-02,52.283939361572266,,,,,,35.542598724365234,,,,90.80660247802734,,,
2006-05-03,52.24655532836914,,,,,,35.491268157958984,,,,90.46794891357422,,,
2006-05-04,52.21985626220703,,,,,,35.78211212158203,,,,90.79279327392578,,,
2006-05-05,52.31599044799805,,,,,,36.064395904541016,,,,91.59456634521484,,,
2006-05-08,52.353370666503906,,,,,,36.0986213684082,,,,91.48396301269531,,,
2006-05-09,52.326683044433594,,,,,,35.961769104003906,,,,91.66365814208984,,,
2006-05-10,52.267921447753906,,,,,,35.64524841308594,,,,91.61528778076172,,,
2006-05-11,52.23588562011719,,,,,,34.849700927734375,,,,90.50942993164062,,,
2006-05-12,52.12370681762695,,,,,,34.37922668457031,,,,89.3274917602539,,,
2006-05-15,52.15579605102539,,,,,,34.35358810424805,,,,89.50721740722656,,,
2006-05-16,52.41214370727539,,,,,,34.096946716308594,,,,89.3758773803711,,,
2006-05-17,52.26258850097656,,,,,,33.635013580322266,,,,87.67559814453125,,,
2006-05-18,52.48158264160156,,,,,,33.404048919677734,,,,87.23322296142578,,,
2006-05-19,52.470882415771484,,,,,,33.66068649291992,,,,87.84839630126953,,,
2006-05-22,52.48158264160156,,,,,,33.33560562133789,,,,87.1779556274414,,,
2006-05-23,52.33734893798828,,,,,,33.01057434082031,,,,86.5144271850586,,,
2006-05-24,52.34805679321289,,,,,,33.23298263549805,,,,87.20556640625,,,
2006-05-25,52.342689514160156,,,,,,33.66923522949219,,,,88.2838363647461,,,
2006-05-26,52.56705856323242,,,,,,33.78042984008789,,,,88.73310089111328,,,
2006-05-30,52.44953155517578,,,,,,33.05332946777344,,,,87.15721893310547,,,
2006-05-31,52.33197021484375,,,,,,33.20730209350586,,,,88.13177490234375,,,
